sub,Auditory,CinguloOpercular/Action-mode,Default_Anterolateral,Default_Dorsolateral,Default_Parietal,Default_Retrosplenial,DorsalAttention,Frontoparietal,Language,MedialParietal,Premotor/DorsalAttentionII,Salience,SomatoCognitiveAction,Somatomotor_Face,Somatomotor_Foot,Somatomotor_Hand,Visual_Dorsal/VentralStream,Visual_Lateral,Visual_V1,Visual_V5
28339,3.39,12.73,3.36,4.61,11.24,5.60,7.38,8.01,6.71,2.16,2.66,3.93,0.17,1.70,3.97,2.53,6.02,8.02,4.15,1.65
28346,3.88,12.19,2.79,3.77,4.17,5.72,11.37,8.53,4.67,1.05,4.29,2.75,0.56,3.73,3.28,4.19,5.60,10.00,5.58,1.87
28348,3.86,15.93,3.62,4.01,7.19,3.91,3.50,12.17,5.51,2.39,1.67,3.52,0.70,4.60,2.94,1.84,8.42,8.91,3.36,1.97
28349,4.90,10.79,7.34,4.11,11.19,8.55,0.74,14.72,3.34,2.05,3.98,5.50,0.04,2.02,2.72,2.25,3.08,8.77,3.50,0.43
28354,4.62,17.71,2.67,3.71,5.84,7.46,3.82,12.44,5.86,1.67,3.31,3.68,0.73,3.22,3.63,2.37,2.38,8.50,4.43,1.95
28356,4.46,18.46,2.56,2.31,4.74,3.30,6.77,14.57,7.20,2.28,4.51,4.78,0.44,2.47,1.98,2.44,4.24,7.83,3.46,1.19
28360,3.81,14.22,7.96,3.62,3.62,1.99,7.05,10.86,6.33,1.75,3.36,5.78,1.06,2.16,2.10,2.57,6.48,9.90,4.80,0.58
28367,4.14,12.93,2.08,7.93,4.00,3.81,8.35,14.19,5.44,1.45,5.98,3.95,2.78,2.81,4.77,3.51,3.25,3.93,3.67,1.05
28368,2.06,14.60,5.91,4.68,11.10,8.56,3.76,9.70,4.08,1.59,2.00,5.13,1.00,2.04,3.21,2.51,3.56,9.97,2.65,1.88
28371,2.31,6.45,4.04,3.49,4.30,6.37,11.52,13.81,1.75,3.70,1.27,5.57,0.62,3.65,1.98,3.02,6.96,10.75,5.72,2.70
28376,2.08,16.16,4.02,5.16,12.27,4.20,4.70,8.47,6.33,1.01,3.48,2.95,0.96,1.93,2.97,3.45,6.40,8.45,3.19,1.81
28391,2.71,17.92,7.91,2.94,13.90,6.40,3.37,4.85,3.47,1.75,2.47,2.73,0.36,2.30,3.87,4.70,4.07,8.73,3.95,1.58
28397,4.45,19.57,6.14,3.32,6.62,0.82,8.82,6.35,7.67,1.78,3.91,3.56,0.63,3.97,1.89,2.41,3.24,8.99,4.70,1.15
28402,4.05,17.08,4.75,1.77,6.23,4.84,4.87,6.75,7.67,2.53,3.45,2.32,0.73,4.63,4.73,4.07,4.18,9.38,4.27,1.71
28409,3.31,13.06,5.25,6.86,8.65,5.63,4.77,11.34,3.65,3.91,1.33,7.41,1.65,1.75,0.31,2.85,4.31,8.62,4.06,1.26
28410,3.68,20.66,1.01,1.80,2.17,1.79,10.07,7.94,4.61,2.59,2.53,12.69,1.24,4.33,2.02,2.75,4.65,7.69,4.42,1.37
28412,3.48,15.39,2.83,2.35,9.14,4.37,7.42,10.25,6.09,1.32,2.63,4.30,1.07,2.70,5.91,2.43,3.77,7.00,5.64,1.92
28413,1.71,24.02,8.27,3.70,4.91,2.13,9.18,1.55,6.13,0.43,4.65,3.22,0.89,2.62,3.11,1.95,4.84,11.05,3.96,1.68
28417,2.67,12.34,5.82,2.58,8.04,4.50,8.50,14.98,3.68,3.17,2.85,4.68,1.08,2.65,2.64,2.39,5.10,7.16,3.33,1.87
28419,3.14,12.71,5.72,7.64,9.76,8.86,4.59,7.54,3.96,1.37,7.27,3.15,0.19,1.59,2.98,2.78,3.76,7.37,4.88,0.72
28421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
